beer_id,beer_name,beer_type,abv,avg_rating,avg_ibu,desc,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty
2015,Red Chair NWPA,Pale Ale - American,6.2,4.11,37.5,Notes:Available: January to MayAlc. by Vol.: 6.2%IBUs: 60192 calories per 12 oz serving	,10,42,7,45,48,54,0,62,87,2,80
2016,Headwaters Pale Ale,Pale Ale - American,5.2,3.92,37.5,"Notes:Crisp and aromatic, this boldly-hopped American ale balances notes of citrus and tea-like earthiness from American hops with a subtle German malt base.	",22,23,7,58,27,37,1,48,103,3,52
2017,Fire Rock Pale Ale,Pale Ale - American,5.8,3.64,37.5,"Notes:Fire Rock Pale Ale is crisp, refreshing “Hawaiian-style” pale ale. Its signature copper color results from the unique blend of specialty roasted malts. The pronounced citrus-floral hop aroma comes from the liberal amounts of Galena, Cascade & Mt.Hood hops added to each brew.35 IBU	",14,26,3,43,29,19,0,17,69,1,45
2018,Doggie Style,Pale Ale - American,5.5,3.66,37.5,"Notes:Trends may come and go, but classics transcend time and space. And Doggie Style is certainly a classic. The standard in pale ales, this beautiful amber liquid perfectly balances Northern Brewer, Cascade, Simcoe, and Citra hops, then melds them together with Carastan malts to create an incredibly satisfying beer-flavored beer that tastes like beer. Next time you’re in the mood to get down and dirty with some sauce-heavy Chinese or BBQ, crack one open and make it a Doggie Style kind of night.Malts: CaramelHops: Northern Brewer, Cascade, Citra, SimcoeYeast: American AleIBU: 35	",28,39,6,80,39,45,1,53,90,10,79
2019,Mosaic Promise,Pale Ale - American,5.5,4.07,37.5,"Notes:Mosaic Promise showcases two unique ingredients: Mosaic hops and Golden Promise malt. The versatility of the hop’s pleasing aroma and flavor characteristics and the traditional barley’s depth of flavor comprise this clean, rich, golden beer. We can brew complex beers with the best of them, but we recognize that there is also beauty in simplicity.	",27,21,2,80,45,44,0,80,97,1,37
2020,Fort Point Pale Ale,Pale Ale - American,6.6,4.47,37.5,"Notes:Our signature American pale ale balances light, crisp, malt character with an abundance of hop-derived aromatics and flavors from the use of Citra and Columbus. The fragrant nose is fresh citrus, tropical fruit, and peach. Bold flavors of pineapple and mango mix with dank notes of zesty citrus and fresh pine needles. With the smooth mouthfeel, gentle bitterness, and dry finish, Fort Point is our standard daily-drinker. MALT: American 2-row Barley, White Wheat, C-15, DextrineHOPS: Citra, Columbus	",30,44,7,66,86,93,0,195,74,9,41
2021,Pride & Joy Mild Ale,Pale Ale - American,5.0,3.89,37.5,"Notes:A smooth, medium-bodied session beer with bright citrus hop aroma and finish. Our interpretation of an American Mild Ale.42 IBU	",14,27,3,56,49,36,2,35,87,4,58
2022,Hazed Hoppy Session Ale,Pale Ale - American,5.0,3.66,37.5,Notes:,13,26,10,66,42,44,1,50,92,9,63
2023,Pale 31 California Pale Ale,Pale Ale - American,4.9,3.85,37.5,"Notes:Pale 31 is brewed to exemplify the classic California pale ale style, hence the name honoring the Golden State as the 31st state to be admitted to the Union. Beautiful ﬂoral and citrus hop aromas greet the nose with undertones of lightly toasted malt. Crisp pale and crystal malts oﬀer a hint of sweetness. Subtle hop bitterness oﬀers a refreshing ﬁnish. Perfect for a sunny day at the beach or barbecue with friends, Pale 31 represents the bold yet approachable spirit that embodies our state.	",18,13,3,45,31,51,1,57,76,6,37
2024,New DogTown Pale Ale,Pale Ale - American,6.2,3.95,37.5,Notes:,24,26,8,73,47,81,1,108,88,4,47
2025,Smitten,Pale Ale - American,6.0,3.7,37.5,"Notes:Drawn from one of our oldest recipes, Smitten Ale began as part of a series of rye beers at our Eccentric Café. The combination of sharp citrus & resinous flavors from the hops with the earthy, rustic overtones of the rye malt contribution yield an interesting take on the American Pale Ale.	",19,39,8,65,31,51,0,58,102,31,82
2026,Space Station Middle Finger,Pale Ale - American,6.0,4.18,37.5,"Notes:From the dawn of time, humans have looked to the sky for answers. Space Station Middle Finger replies to all from its eternal orbit. Behold and enjoy Space Station Middle Finger, a bright golden American Pale Ale.50 IBU	",15,45,15,48,47,62,2,75,71,1,64
2027,Galaxy Dry Hopped Fort Point Pale Ale,Pale Ale - American,6.6,4.57,37.5,"Notes:This version of our signature American pale ale is dry hopped with the pungent Galaxy variety. Enticingly hazy and blonde in appearance with frothy carb, the nose erupts with strong citrus, passion fruit, and pineapple aromatics. Upfront and resinous hop-derived flavors of grapefruit pith, peach, and mango are balanced with a subtle, bready malt character and mild, subdued bitterness.MALT: American 2-row Barley, White Wheat, C-15, DextrineHOPS: Galaxy, Columbus	",22,44,7,63,62,83,3,152,82,3,40
2028,YumYum,Pale Ale - American,5.5,4.0,37.5,Notes:Congratulations! Welcome to flavor country. This most recent FFF’s pale ale has just the malt backbone to support an explosive juicy hop profile derived from a new blend of proprietary hops. Cheers.55 IBU	,25,31,18,51,55,64,0,85,60,7,43
2029,Double Dry Hopped Fort Point Pale Ale,Pale Ale - American,6.6,4.59,37.5,"Notes:This double dry hopped pale ale contains the same base ingredients, for both malt and hops, as Fort Point Pale Ale, but with an additional dry hop of Citra. The added hops richly enhance the juicy tropical fruit flavors of pineapple/mango, create elevated green, herbaceous aromatics, and increase body.MALT: American 2-row Barley, White Wheat, C-15, DextrineHOPS: Citra, Columbus	",39,28,0,67,83,68,0,155,68,4,22
2030,Invasion,Pale Ale - American,5.0,3.93,37.5,"Notes:The people of Tampa Bay have fallen prey to Pirate invasion every year for well over 100 years. After more than a century of failing to repel these seafaring raiders in their anachronistic wooden ships, despite access to modern sea, land and air arsenals that ostensibly should make short work of wind powered vessels equipped with naught but cast iron cannons and raging scurvy, it occurred to the folks of Cigar City Brewing that if you can’t beat them start saying Arrrr Matey! And so we have brewed Invasion Pale Ale. With tropical notes of mango and tangerine imparted by Simcoe and Mosaic hops, this crisp and sessionable Pale Ale is a perfect companion for long days of marauding, pillaging, and pirating.	",13,37,8,56,52,62,4,123,78,8,43
2031,CitruSinensis,Pale Ale - American,7.9,4.08,37.5,"Notes:We took some fresh Sanguinello blood oranges, juiced 'em, concentrated that juice (without heat) and threw it into a wheatier version of our New Dogtown Pale Ale. The end result? A refreshingly hopped pale-ish ale with a huge citrus burst!The man bent over his guitar, a shearsman of sorts. The day was green. They said, 'You have a blue guitar, you do not play things as they are.' The man replied, 'Things as they are / Are changed upon the blue guitar.' And they said then, 'But play, you must, a tune beyond us, yet ourselves, a tune upon the blue guitar of things exactly as they are.' He sighs, I cannot bring a world quite round, although I patch it as I can. I sing a hero's head, large eye and bearded bronze, but not a man, although I patch him as I can and reach through him almost to man. If to serenade almost to man is to miss, by that, things as they are, say it is the serenade of a man that plays a blue guitar..."" These, the words of the Conjurer-in-Chief; Wallace Stevens, describe in perfect detail the work of a brewer as he sits to write a new recipe. Perfection is the goal, to fill a desire for a perfect beer. Yet the instrument of his mind and that of the brewhouse and yeast are the fallible tools at hand. And so he patches it as he can. A little hop here, a little citrus there, a yeast to marry the two, the worty substrate of reality calling the key and time signature. The beer that comes will be the beer we drink, the beer whose story we will tell here. The brewer does what he can and imagines a world quite round. Conjurer-in-Chief Stevens concludes; ""Exceeding music must take the place of empty heaven and its hymns."" What does it all have to do with beer?	",30,32,22,60,69,109,0,159,71,6,43
2032,Citra Hopped Live Pale Ale,Pale Ale - American,5.5,3.9,37.5,"Notes:Beer is made by creating a liquid rich with fermentable material. Yeast, a living organism, is added to the liquid. The yeast floats around the fermenter gobbling up soluble sugar & converting that energy into alcohol. It’s a volatile & active environment. During this time, the beer is literally alive.Citra Hopped Live is bright, refreshing & loud. We cranked this pale ale up to 11 by adding a generous amount of Citra hops. With that in mind, we wanted the label to reflect the feeling of live music. Live pairs great with toe-tapping or head-banging to your favorite band on stage.37 IBU	",24,21,6,46,30,60,2,69,47,2,23
2033,Fresh Hop Pale Ale,Pale Ale - American,6.1,4.08,37.5,Notes:,39,37,9,71,29,43,2,60,125,2,59
2034,Lizard King,Pale Ale - American,6.0,4.26,37.5,"Notes:Throughout the epic battle, the Ninjas and the Unicorns have been waiting for something, anything, to tip the scale in their favor. After all, The Unicorns and The Ninjas have been fighting this epic battle for nearly and epoch. In this age-old battle, will the Lizard King be the one to end the battle? Will there finally be peace among the two warring parties? Will this be the end of rhetorical questions?!	",29,42,14,54,61,79,1,119,76,3,30
2035,Phin & Matt's Extraordinary Ale,Pale Ale - American,5.2,3.55,37.5,Notes:,15,41,6,60,24,37,3,37,87,5,70
2036,American Beauty,Pale Ale - American,6.5,3.85,37.5,"Notes:Pale Ale inspired by the Grateful Dead, made with granola & wildflower honey	",16,41,10,55,70,39,2,46,95,10,114
2037,Grunion Pale Ale,Pale Ale - American,5.5,4.08,37.5,"Notes:Our Grunion Pale Ale wasn’t born on a beach, but in a backyard. Originating from an employee-only home brew contest, this award-winning hoppy pale ale is named after the tiny local fish known for late night frolics on shore. A pair of new hop varieties lend strong yet balanced summer melon aromas and herbal flavors, while a soft caramel malt sweetness holds it all together.	",22,27,8,59,47,49,0,58,83,2,45
2038,Hop Trip Harvest Ale (Fresh Hop Ale),Pale Ale - American,6.1,4.12,37.5,Notes:38 IBU	,25,25,8,72,64,63,1,80,113,8,49
2039,A Tiny Beautiful Something,Pale Ale - American,5.5,4.04,37.5,"Notes:A tiny beautiful something showcases a new hop variety, El Dorado. We started playing around with this hop last year. We brewed a pilot batch with this hop exclusively and one with it blended with some of our other favorite Northwest varieties. In the end, we decided that the El Dorado had such a unique and interesting character on its own, so we decided to brew it as a “single hop” pale ale. The aroma and flavor offer intense candied orange and citrus zest. A touch of flaked oats provide a rounded, silky mouthfeel. And like our other hoppy offerings, tiny was brewed to finish dry and clean.	",34,53,4,60,61,75,1,112,76,6,33
2040,Saranac American Pale Ale,Pale Ale - American,5.5,3.44,37.5,"Notes:Officially American: previously an English pale ale, we’ve converted this beer over to an American-style Pale Ale.We’ve dialed UP the hop profile, adding more focus to American style hops, like Cascade, Chinook, Citra, and Willamette.Hop Infusion: every drop of beer is exposed to our hop slurry as the beer passes from fermentation to aging, resulting in a more brilliant, cleaner hop character.Saranac Pale Ale’s foundation was built on the tried and true English varieties, Golding and Fuggles. We brighten Pale Ale with the three “C”s; a strong focus on Citra, complimented by Cascade, and Chinook. We then bridge the old world with the new with the two most distinctive hops Bramling Cross and Jester, both descendants of English and North American varieties.Malts: Crystal, Two-RowHops: Bramling Cross, Jester, Citra, Cascade, ChinookOriginal Gravity: 13.5° PlatoIBU: 32	",27,30,9,90,23,45,4,52,105,1,46
2041,Boat Beer,Pale Ale - American,4.2,4.1,37.5,"Notes:Boat Beer is designed to be complex enough to merit drinking a few without being crippled by alcohol. Kolsch yeast and German malts are combined to be crisp and refreshing, while a generous amount of American hops have been added to keep it remarkable. Expect it to dance out of the glass with a whack of grapefruit and open into a crisp, stony tangle of white and yellow fruit with pine and moss notes. An IPA for everyday drinking, drink boat beer when you are thirsty from softball, fishing, or explaining why your team is best.Session AleABV: 4.2% | IBU: 35 | SRM: 3.5http://www.youtube.com/watch?v=NYLRXRjCq2c ",32,35,14,58,33,86,6,111,106,11,62
2042,Lights On,Pale Ale - American,5.3,4.34,37.5,"Notes:Introducing Lights On - A modern American Pale Ale brewed to celebrate a new beginning here at Tree House! Lights On pours a gorgeous hazy orange in the glass, releasing an aroma filled with a bounty of sweet fresh fruit. We taste papaya, guava, and mango - a fresh and distinctive flavor profile that’s wholly Tree House. Buoyed by a soft and fluffy mouthfeel, Lights On is a delight to drink. We’re excited to share it with you!	",31,51,10,69,81,91,5,187,87,10,66
2043,Row 2/Hill 56,Pale Ale - American,5.8,4.3,37.5,"Notes:Row 2 Hill 56 is a pale ale brewed with 100% Simcoe hops selected from the three original Simcoe-growing families in Yakima, WA, referenced on the front of this label. We have forged not only long-lasting partnerships but friendships with these families and cherish our annual visits during the hop harvest each fall. Row 2 Hill 56 has a classic Simcoe aroma with notes of grapefruit and pine with a lingering hoppy finish.	",21,24,5,41,31,44,2,55,68,2,22
2044,Mosaic Dry Hopped Fort Point,Pale Ale - American,6.6,4.51,37.5,"Notes:With this distinctively dank Fort Point variant we feature Mosaic in the dry hop. Pouring a faintly cloudy, canary gold, Mosaic Fort Point emits a fragrant nose of herbal-woodsy hop, passion fruit, and zesty meyer lemon. Thirst quenching flavors of juicy mango, peppy citrus, and earthy hop entwine on the palate with the familiar biscuity mouthfeel, medium body, and bone dry finish of our signature pale ale.MALT: American 2-row Barley, White Wheat, C-15, DextrineHOPS: Mosaic, Columbus	",37,47,5,91,70,86,0,145,128,4,38
2045,Goose Green Line Pale Ale,Pale Ale - American,5.4,3.55,37.5,"Notes:Honey color, bright American hop aroma, citrus flavor, light crisp body.	",9,21,4,40,27,33,2,38,58,5,47
2046,8-Bit Pale Ale,Pale Ale - American,5.2,3.79,37.5,Notes:,15,34,5,69,16,44,0,46,95,2,39
2047,Pseudo Sue - Double Dry-Hopped,Pale Ale - American,6.8,4.56,37.5,Notes:,30,32,10,57,33,74,2,116,63,4,10
2048,St. Lupulin,Pale Ale - American,6.5,4.07,37.5,"Notes:A mystical legend echoes in our brew house—that of St. Lupulin (loop-you-lin), the archetypal hophead. He devoted endless summers to endless rows of hops, tending to the flowers and the beloved resin within—lupulin. Extraordinary oils in this yellow resin provide this dry-hopped extra pale ale with an undeniably pleasing floral aroma and clean, crisp finish. One sip of this seasonal summer ale and you too will believe.	",24,37,12,63,42,53,5,78,105,4,57
2049,Whirlpool,Pale Ale - American,4.5,4.13,37.5,Notes:New England pale ale; citrus-forward and refreshing.	,32,35,12,51,38,85,3,127,60,6,34
2050,One Claw,Pale Ale - American,6.0,4.0,37.5,Notes:,11,37,6,26,30,47,1,82,31,21,51
2051,Orval Trappist Ale,Pale Ale - Belgian,6.9,4.24,25.0,"Notes:Orval beer is a high fermentation beer. The ageing process adds a fruity note, which strikes a subtle balance between the beer’s full-bodied yet complex flavour and bitterness.The beer was first brewed in 1931 and owes its unparalleled taste to the quality of the water, the hops and the yeast used. The brewery has selected very aromatic and unique hop varieties, which hark back to the first brewmaster of Orval, who hailed from Bavaria. The beer’s aromas are very pronounced while maintaining the right level of bitterness thanks to the English method of dry hopping.The various stages of fermentation – combined fermentation with the original yeast and with wild yeast, followed by fermentation in the bottle – mean the beer must age for some time and requires numerous quality controls.	",23,23,17,39,38,70,0,39,56,24,23
2052,Rare Vos Amber Ale,Pale Ale - Belgian,6.5,4.09,25.0,"Notes:Rare Vos Amber Ale is styled after the smooth, drinkable beers popular in Belgian cafés. It pours a light copper hue, contrasting beautifully with a big, creamy white head. The nose offers orange blossoms and slight spice.On the palate, the caramel maltiness shines strongly but with little sweetness. The profile leans toward dry fruity (yeast-affiliated), slightly fruity/hoppy with a beguiling spiciness. This complex, medium-bodied beer has a smooth mid-palate and moderate dry finish.Well-balanced in all elements, it's a mild, mellow brew.	",17,29,9,15,60,51,0,48,16,36,35
2053,Redemption,Pale Ale - Belgian,5.15,4.04,25.0,Notes:,29,34,10,20,28,52,2,59,24,25,35
2054,Trappist Ale,Pale Ale - Belgian,6.5,4.03,25.0,"Notes:America's first Trappist beer.Our recipe was inspired by the traditional refectory ales known as patersbier (""fathers' beer"" in Flemish). These sessionable beers are brewed by the monks for their dinner table and are typically only available at the monastery. Spencer is a full-bodied, golden-hued ale with fruity accents, a dry finish and light hop bitterness. The beer is unfiltered and unpasteurized, preserving live yeast that naturally carbonates the beer in the bottle and keg, and contributes to the beer flavor and aroma.	",22,47,17,27,62,80,1,82,41,35,46
2055,Belgian SessionBoston Beer Company (Samuel Adams),Pale Ale - Belgian,4.25,3.36,25.0,Notes:,15,23,10,11,39,46,1,47,19,28,44
2056,Palm / Palm Speciale,Pale Ale - Belgian,5.4,3.33,25.0,Notes:ABV 5.1 to 5.4%	,8,34,23,37,73,49,0,63,64,21,88
2057,Karma Belgian Style Pale Ale,Pale Ale - Belgian,5.2,3.41,25.0,Notes:,29,43,12,18,108,65,1,93,23,27,70
2058,"Luciérnaga, The Firefly",Pale Ale - Belgian,6.5,4.06,25.0,Notes:June	,26,36,11,36,41,120,4,83,64,37,37
2059,A Little Crazy,Pale Ale - Belgian,6.8,4.03,25.0,"Notes:A citrusy and refreshing Belgian-style pale ale hopped with Cascade, Citra, and whole Crystal hops for massive aromas and flavors! Fermented with our Belgian Wit yeast for an extra dose of complexity, this one is very drinkable and extremely aromatic.	",31,27,11,51,53,65,2,72,64,25,44
2060,Blue Moon Rounder Belgian-Style PaleCoors Brewing Company (Molson-Coors),Pale Ale - Belgian,5.6,3.14,25.0,Notes:,9,28,9,38,58,38,0,42,62,9,71
2061,Hop House,Pale Ale - Belgian,6.0,3.8,25.0,Notes:,29,38,13,69,21,56,0,67,107,16,21
2062,Raftman,Pale Ale - Belgian,5.5,3.89,25.0,Notes:Unibroue introduced Raftman to the Quebec market in March 1995. This coral-hued beer has a unique taste that combines the smooth character of smoked malt whisky with the flavours of fine yeast.IBU: 15.5	,24,47,23,17,70,53,0,65,40,60,69
2063,Verboten,Pale Ale - Belgian,5.9,3.78,25.0,"Notes:Formerly Zotten, but taken off the market in Feb 2010 in a copyright infringement agreement between Weyerbacher and Bierbrouwerij De Halve Maan.	",19,47,19,43,65,71,0,77,53,47,37
2064,Stone Soup,Pale Ale - Belgian,5.3,3.79,25.0,Notes:,38,45,22,24,61,81,4,119,38,57,61
2065,Liquid Gold,Pale Ale - Belgian,6.0,3.83,25.0,"Notes:Light golden in color, but packed with flavor. This Belgo-American Ale is bursting with the spicy aromas and flavors created by the unique imported yeast strain. Fermented at higher temperatures, this beer throws off notes of clove, banana and citrus fruit. Light in color but big on flavor.	",21,26,17,21,41,48,1,51,37,50,37
2066,De Koninck APA (Antwaarpse Pale Ale),Pale Ale - Belgian,5.2,3.65,25.0,Notes:,17,38,16,33,83,46,1,53,51,13,74
2067,Brugse Zot,Pale Ale - Belgian,6.0,3.72,25.0,Notes:,25,30,10,22,41,47,1,55,28,19,40
2068,Taras Boulba,Pale Ale - Belgian,4.5,3.9,25.0,"Notes:Light blonde with 4.5% alc., generously hopped with the finest aromatic hops, giving it a very refreshing character and a scent reminiscent of citrus.	",25,24,4,58,22,45,3,49,83,16,36
2069,Dorée,Pale Ale - Belgian,4.8,3.9,25.0,"Notes:The menu at the abbey's cafe (Auberge de Poteaupré) lists this beer as ""Speciale De Poteaupré.""	",26,46,2,11,60,54,2,60,34,25,36
2070,The Citizen,Pale Ale - Belgian,7.0,3.56,25.0,"Notes:The Citizen Belgian Ale is inspired by the timeless Tripel style ales of Belgium. Using a traditional high gravity ""Abbey"" yeast strain that encourages the production of highly palatable ethanol notes supported by Aromatic and ""The Citizen"" also exhibits the noble hop spiciness that is common to most Belgian Ales. Reigning in at 7.0% ABV this is the Brau's strongest offering in our flagship portfolio. Become a Citizen of the world, one sip at a time!	",17,20,16,32,62,41,1,58,38,27,43
2071,Belgian Style Amber Ale,Pale Ale - Belgian,5.5,3.5,25.0,"Notes:Formerly known as Dark Horse Amber AleWhile the malt and hops give this beer an amazing copper color, medium body, and a smooth mouth feel; it’s the yeast that sets this one apart from other amber ales. Inspired by Belgium's beer, women and mussels we thought it would be cool to give our Amber a little Belgian touch. We accomplish this by using an ""almost Belgian"" yeast strain producing similar esters and flavors commonly found in more traditional Belgian beers.	",10,41,11,25,65,32,0,48,32,27,74
2072,Singel,Pale Ale - Belgian,6.2,3.78,25.0,"Notes:Unfiltered, unpasteurized, and uninhibited, Hardywood Singel is a feat in balance. Sunshine golden with a fluffy head and a veil of Belgian ale yeast, Singel’s tropical fruit esters complement its spicy hop aromatics. Delicate in body, Singel’s mellow, dry finish culminates a truly ethereal experience. Hardywood Singel's stylistic inspiration originates with the Trappist brewers of western Europe, who are often celebrated for their gloriously complex dubbels and tripels, and whose devotion to crafting heavenly libations is second to none. Unknown to many, some of the Trappist brewers also brew a milder ale for daily consumption within the walls of the monastery. Hardywood Singel is our interpretation of this style.30 IBU	",25,27,16,25,34,47,2,45,34,41,24
2073,Saint's Devotion,Pale Ale - Belgian,6.8,3.89,25.0,Notes:A Brett-finished version of our Devotion Ale. Saint’s Devotion is bottle conditioned with brettanomyces to deepen the layers of flavor on our most hop-forward beer from Lost Abbey lineup.	,33,44,13,40,65,134,0,118,61,30,27
2074,Bruegel Amber Ale,Pale Ale - Belgian,5.2,3.53,25.0,Notes:,15,33,11,31,93,48,1,52,37,13,71
2075,Extra 4 Belgian Abbey Ale,Pale Ale - Belgian,4.8,3.95,25.0,Notes:,24,37,10,36,49,39,2,60,65,20,48
2076,Jardinier,Pale Ale - Belgian,4.9,3.8,25.0,"Notes:A Belgian-style Pale Ale that’s hoppy, refreshing, thirst-quenching, and below 5% ABV? Yes, it is a Bruery beer.	",42,47,13,40,39,94,7,79,85,47,45
2077,Cuvée Des Trolls,Pale Ale - Belgian,7.0,3.59,25.0,"Notes:he Cuvée des Trolls was created in 2000 in the tanks of microbrewery Le Brasse-Temps, which was established in Louvain-la-Neuve by Brasserie Dubuisson.It is an unfiltered blonde beer with a natural cloud. The beer is produced using only yeast, malt, hops, sugar and water and has an alcohol volume of 7%.Thanks to the addition of dried orange peel during the boiling process, the beer has very pleasant fruity aromas that are in beautiful harmony with its delicate, fully rounded taste.	",29,26,18,35,67,73,0,84,55,29,47
2078,Sixteen Counties,Pale Ale - Belgian,7.3,4.05,25.0,"Notes:We named this beer to honor the rich tradition of farming in the sixteen counties of Maine. We brew the beer with malted Maine-grown barley, unmalted Maine-grown red wheat, and Maine-grown organic oats.Sixteen Counties has a bright copper hue with aromas of lemon rind, flowers, and candied grapefruit. The first sip opens with herbal hop notes, wheat cracker, and citrus and ends with a balanced, dry finish.	",49,45,15,42,60,74,5,76,82,30,108
2079,Hommel Bier,Pale Ale - Belgian,5.9,3.79,25.0,"Notes:A dry-hopped Belgian Pale Ale which defies tradition by combining Chinook and Columbus hops in the kettle, a dry hop addition of Simcoe, Cascade, and Mt. Hood Hops, American malts, and a Belgian yeast strain. The result is a beer with earthy and spicy tones from the yeast and a slight orange note contributed by the hops.	",26,45,10,72,41,65,0,74,115,28,44
2080,House Beer,Pale Ale - Belgian,4.5,3.94,25.0,Notes:,29,48,10,54,26,69,4,79,67,50,53
2081,Fatty Boombalatty,Pale Ale - Belgian,7.2,3.83,25.0,Notes:,14,36,22,29,48,47,0,67,46,29,50
2082,Hoppy Table Beer,Pale Ale - Belgian,4.8,4.01,25.0,"Notes:While Hoppy Table Beer was inspired by the Belgian tradition of low-ABV, easily drinkable beers, it still occupies a hop-forward spot all its own. Brewed with our 2-row malt blend, Maris Otter malt, and oats, the beer is then spiced with a subtle addition of coriander. We ferment it with our house yeast for classic Belgian citrus aromas. Hoppy Table Beer is hopped with Chinook, Cascade, Comet, and Azacca hops, then dry hopped with more Comet and Azacca. A mildly hoppy aroma full of grapefruit springs from this straw-colored, light-bodied ale. Flavors of pine and stone fruit balance the beer’s clean, slightly bitter finish.	",33,38,4,79,20,48,3,54,105,22,39
2083,Lil' Devil,Pale Ale - Belgian,5.95,3.78,25.0,Notes:,21,38,16,36,57,59,1,80,57,33,47
2084,Hell's Belle,Pale Ale - Belgian,7.0,3.57,25.0,Notes:,19,36,24,32,74,47,0,66,44,40,46
2085,Saranac Belgian Ale,Pale Ale - Belgian,5.9,3.36,25.0,Notes:,13,35,14,28,53,30,0,37,37,37,45
2086,Witkap Pater Singel / Stimulo,Pale Ale - Belgian,6.0,3.76,25.0,Notes:,45,42,18,28,70,99,2,100,56,35,43
2087,Zinnebir,Pale Ale - Belgian,6.0,3.93,25.0,Notes:,26,33,11,41,47,76,1,84,70,22,32
2088,It Takes A Lot Of Great Beer To Make Great Wine,Pale Ale - Belgian,5.2,3.88,25.0,"Notes:There is an old familiar saying in the wine business: ""It takes a lot of great beer to make great wine!"" Winemakers, cellar workers, and grape pickers alike rarely (if ever) reach for a nice big glass of red wine in the middle of harvest. Wine is quite delicious, but not very refreshing on a hot summer day. The beverage of choice during harvest is BEER! Ice-cold, refreshing, and thirst-quenching BEER! The beer in this bottle is a toast to our winemaking friends who work around the clock during harvest to make world-class wine right here in our own back yard! Cheers!Brewed with a blend of California ale yeast and saison yeast.	",41,34,8,68,38,64,3,80,91,4,54
2089,It's Alright!,Pale Ale - Belgian,4.5,3.12,25.0,"Notes:Brewed at De Proef Brouwerij, Lochristi-Hijfte, Belgium.Ingredients: Water, malt (pale and caramunich), light rock sugar, hops (hallertauer og styrian goldings), ale yeast and brettanomyces.	",20,26,13,36,40,127,0,72,50,9,35
2090,High Striker Single,Pale Ale - Belgian,4.8,3.7,25.0,Notes:,24,35,11,43,30,41,4,51,74,50,64
2091,Antigoon By Robert Wiedmaier,Pale Ale - Belgian,7.0,4.01,25.0,Notes:Brewed for Brasserie Beck.	,21,40,26,26,102,89,1,107,49,45,62
2092,White Birch Belgian Style Pale Ale,Pale Ale - Belgian,6.4,3.59,25.0,"Notes:This straw colored beer greets with an aroma of noble hops, pears and Belgian esters. The flavor follows nicely with a moderately spicy hop and Belgian yeast effect buoyed by a soft malt body. The finish is crisp and dry. We enjoy this beer with spicy foods, grilled steaks, grilled chicken and mandarin salad. Where you take it is only limited by your imagination. For those interested in styles, the name of this beer comes from the color over trying to meet any particular style.	",21,41,25,63,82,62,0,83,95,47,68
2093,Fleur De Lehigh,Pale Ale - Belgian,4.5,3.42,25.0,Notes:,18,34,7,20,22,58,0,61,52,88,39
2094,Bière Du Boucanier Red,Pale Ale - Belgian,7.0,3.82,25.0,Notes:,25,46,20,14,147,63,2,96,27,33,68
2095,Joey Pepper,Pale Ale - Belgian,7.0,3.71,25.0,Notes:Collaboration with Sante Adairius Rustic Ales	,21,46,20,30,35,69,0,48,65,81,58
2096,The Harlot,Pale Ale - Belgian,5.6,3.8,25.0,Notes:Belgian-style Blonde Ale	,28,12,14,24,18,21,0,22,27,16,20
2097,Seef Bier,Pale Ale - Belgian,6.5,3.7,25.0,Notes:,19,39,14,21,35,55,3,74,54,44,45
2098,Belgian Golden Ale,Pale Ale - Belgian,7.0,3.75,25.0,"Notes:Our Belgian-Style Golden Ale opens with a fruity nose and rounded sweetness that compose a pale and balanced beer. Hallertau hops lend a hint of spice that balances the aroma and flavor of orchard fruit. Similar to our Belgian Tripel, but with a lighter body and a crisper finish, it is the perfect introduction to the family of Belgian beers renowned for their complexity and delicacy.Beers from this region reflected the diversity of Belgium itself, a nation that has three official languages (Dutch, French, and German). Bordering Germany and France, Belgian ales incorporate the complex flavors of French wine into the German brewing heritage. In Post World War II Europe, Belgian brewers developed golden strong ales to compete with the rising popularity of lighter Pilsner style beers.23 IBU	",24,36,19,29,85,61,0,82,35,17,26
2099,Levon,Pale Ale - Belgian,6.5,3.89,25.0,Notes:Formerly LeonLeon is whole-cone hopped and fermented dry using a champagne yeast. The yeast and the hops (Amarillo & Simcoe) in combination with a variety of malts.	,37,39,12,63,55,84,5,89,92,26,47
2100,Monks' AleAbbey Brewing Co. (Monastery Of Christ In The Desert),Pale Ale - Belgian,5.1,3.51,25.0,"Notes:Monks’ Ale is distinctly fruity and spicy. The yeast lends a note of clove and in combination with the malt, hints of plum and apricot. The malt itself provides a honeyish quality up front, a round fullness in the middle, and the hops, together with our pure brewing water, lend a clean, dry finish.18 IBU	",18,37,8,31,74,42,0,56,35,45,82
2101,Boddingtons Pub Ale,Pale Ale - English,4.7,3.22,30.0,"Notes:Boddingtons Pub Ale is a higher ABV version of Boddingtons Bitter brewed for Export Markets.Boddingtons has been enjoyed by beer drinkers in England for more than 200 years, and is well known for its creamy head and smooth body.Boddingtons is a refreshing, smooth beer renowned for its golden colour, full-bodied flavour and malty, moreish taste with smooth, tight creamy head.	",10,101,5,28,37,9,4,20,34,2,54
